source,id,kind,damage,hits,crits,avg,max,damageType,targets
Shadow Bolt,warlock.shadow_bolt,warlock,1122,51,2,22,22,shadow,"{""imp"":{""id"":""imp"",""name"":""Imp"",""total"":506,""hits"":23,""crits"":1,""max"":22},""grunt"":{""id"":""grunt"",""name"":""Grunt"",""total"":616,""hits"":28,""crits"":1,""max"":22}}"
